,initial_possession
Adrián,0
Mohamed Salah,12
Alisson Becker,17
Caoimhín Kelleher,0
Tyler Morton,0
Fabinho,24
Takumi Minamino,0
Andy Robertson,19
Joe Gomez,0
Luis Díaz,3
Curtis Jones,0
Joël Matip,23
Virgil van Dijk,26
Jarell Quansah,0
Kaide Gordon,0
Owen Beck,0
Ben Woodburn,0
Conor Bradley,0
Neco Williams,0
Roberto Firmino,7
Ibrahima Konaté,0
Harvey Elliott,0
Sadio Mané,17
Marcelo Pitaluga,0
Thiago Alcântara,19
Divock Origi,0
Rhys Williams,0
Naby Keïta,5
Nathaniel Phillips,0
Jordan Henderson,15
Trent Alexander-Arnold,35
Diogo Jota,12
Alex Oxlade-Chamberlain,0
James Milner,0
Kostas Tsimikas,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
